SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
  817  163.199  -0.806  -0.097  -0.242   0.177   0.618  -0.719   0.675   0.096  -0.923   0.397  -0.143  -0.985  -0.566  -0.411  -0.147   0.341
  818  163.399  -0.677  -0.169  -0.177   0.453   0.586  -0.893   0.736  -0.162  -0.871   0.305  -0.225  -0.981  -0.469  -0.412   0.021   0.481
  819  163.599  -0.469  -0.241  -0.103   0.739   0.487  -1.053   0.777  -0.495  -0.798   0.203  -0.305  -0.942  -0.348  -0.402   0.198   0.608
  820  163.799  -0.266  -0.309  -0.023   1.025   0.312  -1.193   0.795  -0.873  -0.699   0.092  -0.381  -0.867  -0.206  -0.379   0.375   0.707
  821  163.999  -0.160  -0.370   0.061   1.295   0.072  -1.308   0.790  -1.201  -0.574  -0.025  -0.449  -0.760  -0.055  -0.339   0.535   0.756
  822  164.199   0.002  -0.424   0.144   1.542  -0.233  -1.396   0.762  -1.523  -0.444  -0.138  -0.507  -0.624   0.101  -0.292   0.676   0.778
  823  164.399   0.342  -0.466   0.225   1.755  -0.590  -1.456   0.712  -1.789  -0.300  -0.254  -0.554  -0.464   0.251  -0.232   0.802   0.751
  824  164.599   0.740  -0.496   0.301   1.921  -0.989  -1.488   0.640  -1.993  -0.156  -0.361  -0.586  -0.284   0.384  -0.162   0.902   0.668
  825  164.799   1.170  -0.512   0.369   2.032  -1.404  -1.487   0.547  -2.077   0.002  -0.463  -0.603  -0.089   0.495  -0.082   0.975   0.551
  826  164.999   1.683  -0.512   0.427   2.080  -1.815  -1.457   0.436  -2.052   0.149  -0.557  -0.602   0.116   0.573   0.002   1.023   0.393
  827  165.199   2.044  -0.496   0.474   2.062  -2.196  -1.398   0.310  -1.903   0.297  -0.630  -0.584   0.321   0.616   0.090   1.026   0.212
  828  165.399   2.107  -0.464   0.507   1.975  -2.525  -1.309   0.171  -1.648   0.442  -0.693  -0.548   0.523   0.619   0.179   1.008   0.018
  829  165.599   2.140  -0.417   0.527   1.818  -2.779  -1.195   0.024  -1.271   0.573  -0.737  -0.495   0.714   0.580   0.267   0.955  -0.198
  830  165.799   2.313  -0.356   0.532   1.596  -2.937  -1.055  -0.127  -0.790   0.699  -0.755  -0.426   0.886   0.502   0.346   0.862  -0.390
  831  165.999   2.481  -0.282   0.521   1.313  -2.977  -0.893  -0.277  -0.202   0.808  -0.750  -0.342   1.034   0.384   0.418   0.736  -0.585
  832  166.199   2.670  -0.198   0.497   0.976  -2.887  -0.713  -0.422   0.451   0.902  -0.723  -0.246   1.152   0.235   0.479   0.592  -0.747
  833  166.399   2.904  -0.106   0.461   0.596  -2.664  -0.516  -0.557   1.116   0.987  -0.675  -0.140   1.238   0.059   0.530   0.430  -0.880
  834  166.599   2.861  -0.010   0.414   0.188  -2.304  -0.306  -0.675   1.799   1.047  -0.593  -0.028   1.286  -0.132   0.560   0.239  -0.953
  835  166.799   2.386   0.089   0.356  -0.237  -1.808  -0.087  -0.773   2.484   1.096  -0.488   0.087   1.291  -0.329   0.579   0.024  -0.986
  836  166.999   1.727   0.186   0.288  -0.661  -1.192   0.137  -0.843   3.080   1.117  -0.350   0.203   1.248  -0.521   0.576  -0.213  -0.963
  837  167.199   0.938   0.278   0.212  -1.070  -0.482   0.360  -0.882   3.550   1.116  -0.193   0.314   1.158  -0.699   0.554  -0.450  -0.890
  838  167.399  -0.023   0.362   0.130  -1.450   0.291   0.578  -0.887   3.865   1.090  -0.028   0.416   1.023  -0.854   0.514  -0.674  -0.774
  839  167.599  -0.828   0.436   0.044  -1.788   1.105   0.787  -0.861   4.065   1.045   0.133   0.508   0.848  -0.978   0.459  -0.875  -0.619
  840  167.799  -1.389   0.495  -0.043  -2.069   1.923   0.978  -0.804   4.094   0.954   0.282   0.584   0.640  -1.063   0.381  -1.039  -0.426
  841  167.999  -2.140   0.539  -0.130  -2.283   2.726   1.148  -0.724   4.014   0.852   0.401   0.643   0.410  -1.105   0.295  -1.151  -0.208
  842  168.199  -3.002   0.567  -0.212  -2.426   3.487   1.296  -0.626   3.806   0.740   0.490   0.684   0.169  -1.098   0.204  -1.207   0.031
  843  168.399  -3.322   0.576  -0.286  -2.489   4.160   1.416  -0.516   3.363   0.599   0.552   0.705  -0.070  -1.041   0.102  -1.195   0.286
  844  168.599  -3.185   0.569  -0.350  -2.472   4.739   1.509  -0.399   2.893   0.464   0.584   0.705  -0.298  -0.932   0.004  -1.138   0.545
  845  168.799  -3.256   0.544  -0.401  -2.374   5.213   1.572  -0.279   2.372   0.315   0.598   0.686  -0.509  -0.772  -0.095  -1.054   0.798
  846  168.999  -3.472   0.504  -0.439  -2.201   5.569   1.606  -0.163   1.782   0.173   0.584   0.650  -0.695  -0.567  -0.184  -0.929   1.028
  847  169.199  -3.349   0.450  -0.462  -1.961   5.800   1.612  -0.050   1.150   0.031   0.561   0.596  -0.851  -0.322  -0.266  -0.781   1.225
  848  169.399  -3.058   0.385  -0.468  -1.663   5.876   1.592   0.053   0.381  -0.102   0.520   0.529  -0.969  -0.046  -0.336  -0.593   1.382
  849  169.599  -3.030   0.311  -0.456  -1.322   5.795   1.544   0.147  -0.403  -0.240   0.470   0.451  -1.048   0.247  -0.394  -0.396   1.461
  850  169.799  -3.149   0.231  -0.430  -0.951   5.577   1.470   0.232  -1.089  -0.370   0.421   0.363  -1.093   0.544  -0.439  -0.222   1.486
  851  169.999  -3.109   0.147  -0.392  -0.564   5.228   1.370   0.305  -1.749  -0.501   0.367   0.269  -1.104   0.829  -0.470  -0.057   1.427
  852  170.199  -2.859   0.062  -0.344  -0.180   4.742   1.243   0.367  -2.429  -0.633   0.310   0.171  -1.083   1.087  -0.487   0.106   1.288
  853  170.399  -2.403  -0.022  -0.286   0.191   4.111   1.091   0.417  -3.156  -0.760   0.251   0.073  -1.029   1.305  -0.492   0.270   1.092
  854  170.599  -1.792  -0.103  -0.222   0.537   3.342   0.915   0.455  -3.841  -0.883   0.190  -0.024  -0.946   1.473  -0.483   0.417   0.839
  855  170.799  -1.201  -0.176  -0.156   0.845   2.474   0.717   0.479  -4.342  -0.987   0.121  -0.115  -0.838   1.580  -0.457   0.536   0.537
  856  170.999  -0.574  -0.242  -0.092   1.108   1.531   0.500   0.490  -4.715  -1.088   0.052  -0.199  -0.713   1.621  -0.422   0.626   0.206
  857  171.199   0.382  -0.297  -0.031   1.320   0.536   0.267   0.485  -4.976  -1.165  -0.025  -0.274  -0.572   1.595  -0.375   0.708  -0.130
  858  171.399   1.639  -0.341   0.025   1.476  -0.482   0.028   0.465  -5.090  -1.196  -0.099  -0.337  -0.418   1.505  -0.312   0.768  -0.454
  859  171.599   2.709  -0.372   0.075   1.579  -1.501  -0.213   0.432  -5.096  -1.203  -0.163  -0.386  -0.256   1.357  -0.245   0.807  -0.736
  860  171.799   3.189  -0.389   0.118   1.628  -2.480  -0.446   0.390  -4.895  -1.166  -0.215  -0.420  -0.095   1.164  -0.172   0.808  -0.969
  861  171.999   3.214  -0.393   0.152   1.626  -3.382  -0.662   0.338  -4.507  -1.076  -0.255  -0.439   0.060   0.936  -0.093   0.773  -1.140
  862  172.199   3.230  -0.385   0.175   1.579  -4.189  -0.854   0.283  -4.037  -0.964  -0.277  -0.443   0.202   0.685  -0.022   0.711  -1.252
  863  172.399   3.435  -0.367   0.189   1.491  -4.887  -1.020   0.226  -3.490  -0.828  -0.284  -0.434   0.328   0.422   0.043   0.628  -1.316
  864  172.599   3.687  -0.338   0.194   1.366  -5.459  -1.152   0.170  -2.859  -0.663  -0.283  -0.414   0.433   0.156   0.103   0.529  -1.329
  865  172.799   3.909  -0.303   0.188   1.212  -5.883  -1.252   0.116  -2.117  -0.497  -0.268  -0.384   0.515  -0.104   0.151   0.410  -1.300
  866  172.999   4.132  -0.261   0.174   1.034  -6.141  -1.316   0.066  -1.291  -0.321  -0.251  -0.345   0.573  -0.350   0.192   0.287  -1.233
  867  173.199   4.154  -0.215   0.153   0.839  -6.230  -1.345   0.021  -0.447  -0.145  -0.223  -0.301   0.604  -0.575   0.222   0.156  -1.126
  868  173.398   3.720  -0.167   0.126   0.636  -6.158  -1.341  -0.016   0.359   0.023  -0.189  -0.252   0.611  -0.773   0.242   0.033  -0.990
  869  173.598   2.989  -0.118   0.095   0.432  -5.937  -1.305  -0.046   1.106   0.178  -0.148  -0.202   0.594  -0.939   0.251  -0.085  -0.826
  870  173.798   2.268  -0.071   0.061   0.232  -5.578  -1.240  -0.067   1.795   0.326  -0.107  -0.151   0.555  -1.068   0.255  -0.194  -0.648
  871  173.998   1.541  -0.026   0.027   0.044  -5.107  -1.149  -0.081   2.354   0.454  -0.070  -0.101   0.499  -1.160   0.250  -0.278  -0.458
  872  174.198   0.731   0.015  -0.005  -0.127  -4.551  -1.037  -0.089   2.784   0.560  -0.038  -0.054   0.432  -1.212   0.238  -0.335  -0.260
  873  174.398  -0.039   0.052  -0.034  -0.278  -3.934  -0.909  -0.092   3.082   0.640  -0.018  -0.009   0.360  -1.226   0.222  -0.360  -0.072
  874  174.598  -0.789   0.084  -0.059  -0.401  -3.276  -0.769  -0.094   3.292   0.704  -0.006   0.031   0.287  -1.202   0.203  -0.366   0.123
  875  174.798  -1.691   0.111  -0.077  -0.496  -2.588  -0.621  -0.093   3.439   0.740   0.004   0.067   0.216  -1.141   0.179  -0.357   0.304
  876  174.998  -2.572   0.131  -0.089  -0.561  -1.891  -0.471  -0.090   3.484   0.750   0.013   0.097   0.148  -1.049   0.152  -0.336   0.460
  877  175.198  -3.011   0.145  -0.093  -0.595  -1.202  -0.321  -0.086   3.444   0.747   0.020   0.122   0.088  -0.928   0.122  -0.303   0.607
  878  175.398  -2.936   0.153  -0.090  -0.602  -0.524  -0.180  -0.081   3.390   0.708   0.027   0.140   0.034  -0.787   0.089  -0.270   0.703
  879  175.598  -2.617   0.155  -0.081  -0.584   0.146  -0.047  -0.074   3.351   0.661   0.035   0.151  -0.016  -0.633   0.058  -0.246   0.771
  880  175.798  -2.240   0.151  -0.066  -0.544   0.797   0.069  -0.065   3.255   0.583   0.046   0.156  -0.060  -0.473   0.023  -0.222   0.800
  881  175.998  -1.844   0.141  -0.046  -0.488   1.419   0.170  -0.053   3.112   0.504   0.056   0.154  -0.099  -0.314  -0.007  -0.194   0.794
  882  176.198  -1.423   0.127  -0.020  -0.420   1.995   0.252  -0.040   2.881   0.410   0.066   0.147  -0.130  -0.163  -0.037  -0.157   0.755
  883  176.398  -1.046   0.109   0.010  -0.345   2.516   0.313  -0.025   2.606   0.305   0.075   0.134  -0.155  -0.027  -0.065  -0.124   0.681
  884  176.598  -0.883   0.088   0.042  -0.268   2.981   0.354  -0.009   2.321   0.205   0.082   0.116  -0.175   0.091  -0.088  -0.100   0.587
  885  176.798  -0.938   0.065   0.075  -0.193   3.365   0.374   0.006   1.921   0.099   0.075   0.095  -0.187   0.185  -0.108  -0.058   0.471
  886  176.998  -0.941   0.041   0.107  -0.123   3.644   0.375   0.018   1.393   0.005   0.059   0.071  -0.188   0.255  -0.121  -0.006   0.350
  887  177.198  -0.818   0.017   0.137  -0.059   3.790   0.360   0.024   0.734  -0.076   0.030   0.045  -0.175   0.303  -0.127   0.063   0.240
  888  177.398  -0.892  -0.006   0.163  -0.003   3.815   0.334   0.023   0.123  -0.129  -0.004   0.020  -0.151   0.332  -0.124   0.121   0.144
  889  177.598  -1.233  -0.026   0.180   0.045   3.718   0.300   0.015  -0.483  -0.167  -0.042  -0.003  -0.117   0.346  -0.115   0.169   0.071
  890  177.798  -1.368  -0.043   0.189   0.087   3.530   0.266  -0.001  -0.944  -0.171  -0.077  -0.022  -0.078   0.353  -0.098   0.197   0.035
  891  177.998  -0.968  -0.056   0.191   0.122   3.259   0.237  -0.022  -1.354  -0.146  -0.107  -0.037  -0.034   0.360  -0.075   0.220   0.034
  892  178.198  -0.307  -0.063   0.186   0.151   2.920   0.216  -0.047  -1.691  -0.102  -0.125  -0.047   0.012   0.368  -0.046   0.232   0.044
  893  178.398   0.250  -0.066   0.176   0.175   2.544   0.207  -0.072  -1.885  -0.045  -0.124  -0.050   0.057   0.385  -0.018   0.225   0.081
  894  178.598   0.656  -0.064   0.163   0.190   2.170   0.212  -0.094  -1.867   0.022  -0.108  -0.048   0.095   0.406   0.013   0.186   0.105
  895  178.798   1.021  -0.058   0.146   0.196   1.832   0.228  -0.110  -1.689   0.082  -0.079  -0.040   0.120   0.429   0.039   0.125   0.119
  896  178.998   1.373  -0.047   0.127   0.189   1.542   0.252  -0.119  -1.453   0.117  -0.049  -0.028   0.133   0.447   0.060   0.067   0.089
  897  179.198   1.639  -0.035   0.108   0.168   1.301   0.278  -0.123  -1.204   0.133  -0.017  -0.013   0.135   0.454   0.073   0.011   0.035
  898  179.398   1.701  -0.020   0.088   0.128   1.090   0.304  -0.123  -1.057   0.128  -0.003   0.004   0.132   0.441   0.084  -0.015  -0.066
  899  179.598   1.487  -0.004   0.068   0.072   0.899   0.324  -0.123  -0.952   0.103   0.002   0.021   0.127   0.407   0.087  -0.028  -0.172
  900  179.798   1.063   0.012   0.047   0.001   0.723   0.339  -0.125  -0.882   0.075  -0.009   0.039   0.120   0.351   0.090  -0.031  -0.279
  901  179.998   0.578   0.029   0.022  -0.079   0.547   0.345  -0.129  -0.880   0.029  -0.019   0.056   0.113   0.277   0.085  -0.035  -0.368
  902  180.198   0.163   0.045  -0.006  -0.166   0.376   0.346  -0.135  -0.856   0.004  -0.033   0.073   0.105   0.191   0.084  -0.042  -0.429
  903  180.398  -0.021   0.062  -0.037  -0.253   0.200   0.345  -0.144  -0.880  -0.007  -0.044   0.089   0.096   0.103   0.082  -0.045  -0.443
  904  180.598   0.115   0.078  -0.070  -0.334   0.016   0.342  -0.153  -0.918  -0.012  -0.047   0.105   0.087   0.019   0.078  -0.046  -0.417
  905  180.798   0.404   0.093  -0.104  -0.406  -0.160   0.345  -0.163  -0.882   0.011  -0.046   0.120   0.076  -0.050   0.078  -0.053  -0.348
  906  180.998   0.504   0.107  -0.136  -0.461  -0.319   0.349  -0.169  -0.792   0.024  -0.034   0.135   0.063  -0.101   0.071  -0.064  -0.254
  907  181.198   0.280   0.119  -0.166  -0.502  -0.431   0.361  -0.172  -0.563   0.060  -0.014   0.148   0.044  -0.130   0.069  -0.095  -0.144
  908  181.398  -0.037   0.130  -0.193  -0.524  -0.495   0.378  -0.169  -0.318   0.083   0.015   0.160   0.019  -0.135   0.059  -0.126  -0.024
  909  181.598  -0.281   0.137  -0.215  -0.528  -0.510   0.397  -0.159  -0.074   0.093   0.053   0.169  -0.013  -0.119   0.046  -0.158   0.079
  910  181.798  -0.595   0.142  -0.230  -0.515  -0.492   0.413  -0.139   0.089   0.083   0.096   0.175  -0.049  -0.089   0.027  -0.181   0.151
  911  181.998  -0.994   0.141  -0.238  -0.487  -0.452   0.422  -0.112   0.201   0.042   0.137   0.175  -0.088  -0.053   0.001  -0.194   0.181
  912  182.198  -1.118   0.136  -0.239  -0.448  -0.391   0.418  -0.076   0.306  -0.020   0.179   0.169  -0.131  -0.017  -0.029  -0.215   0.177
  913  182.398  -0.814   0.125  -0.236  -0.399  -0.311   0.396  -0.033   0.399  -0.110   0.215   0.157  -0.178   0.009  -0.062  -0.234   0.132
  914  182.598  -0.462   0.110  -0.227  -0.341  -0.220   0.352   0.017   0.455  -0.215   0.249   0.138  -0.228   0.022  -0.095  -0.250   0.065
  915  182.798  -0.362   0.090  -0.215  -0.278  -0.137   0.289   0.073   0.412  -0.320   0.281   0.113  -0.279   0.020  -0.125  -0.258  -0.010
  916  182.998  -0.385   0.066  -0.197  -0.204  -0.092   0.201   0.135   0.224  -0.436   0.309   0.081  -0.329   0.004  -0.157  -0.246  -0.080
  917  183.198  -0.473   0.038  -0.175  -0.121  -0.096   0.096   0.200  -0.019  -0.528   0.326   0.045  -0.374  -0.023  -0.181  -0.226  -0.132
  918  183.398  -0.749   0.006  -0.151  -0.029  -0.155  -0.027   0.265  -0.294  -0.614   0.326   0.005  -0.413  -0.057  -0.202  -0.194  -0.172
  919  183.598  -1.041  -0.027  -0.127   0.071  -0.260  -0.161   0.326  -0.524  -0.668   0.304  -0.038  -0.443  -0.095  -0.214  -0.153  -0.192
  920  183.798  -0.962  -0.062  -0.103   0.178  -0.419  -0.302   0.378  -0.796  -0.706   0.261  -0.083  -0.461  -0.133  -0.223  -0.089  -0.191
  921  183.998  -0.482  -0.097  -0.078   0.292  -0.626  -0.444   0.418  -1.036  -0.710   0.197  -0.127  -0.461  -0.167  -0.223   0.001  -0.167
  922  184.198   0.043  -0.131  -0.050   0.410  -0.874  -0.580   0.442  -1.239  -0.682   0.119  -0.170  -0.439  -0.189  -0.217   0.109  -0.113
  923  184.398   0.311  -0.163  -0.020   0.530  -1.144  -0.703   0.448  -1.351  -0.612   0.032  -0.211  -0.395  -0.196  -0.201   0.218  -0.034
  924  184.598   0.333  -0.193   0.011   0.649  -1.405  -0.804   0.437  -1.303  -0.504  -0.055  -0.246  -0.333  -0.182  -0.179   0.311   0.072
  925  184.798   0.476  -0.218   0.043   0.762  -1.649  -0.882   0.410  -1.220  -0.390  -0.134  -0.277  -0.255  -0.150  -0.152   0.390   0.161
  926  184.998   1.077  -0.239   0.075   0.865  -1.857  -0.931   0.370  -1.039  -0.249  -0.199  -0.300  -0.166  -0.099  -0.119   0.446   0.253
  927  185.198   1.892  -0.253   0.107   0.948  -2.021  -0.952   0.321  -0.821  -0.105  -0.248  -0.316  -0.069  -0.037  -0.079   0.481   0.307
  928  185.398   2.323  -0.260   0.140   1.009  -2.145  -0.947   0.266  -0.619   0.024  -0.273  -0.324   0.029   0.028  -0.038   0.492   0.328
  929  185.598   2.183  -0.261   0.172   1.042  -2.220  -0.917   0.209  -0.377   0.151  -0.285  -0.322   0.125   0.092   0.007   0.482   0.317
  930  185.798   1.687  -0.254   0.202   1.043  -2.250  -0.868   0.153  -0.150   0.246  -0.280  -0.313   0.216   0.143   0.048   0.452   0.259
  931  185.998   0.900  -0.239   0.229   1.009  -2.233  -0.802   0.100   0.087   0.328  -0.267  -0.295   0.296   0.177   0.091   0.401   0.169
  932  186.198  -0.066  -0.219   0.250   0.941  -2.177  -0.727   0.051   0.277   0.377  -0.241  -0.270   0.362   0.187   0.125   0.331   0.050
  933  186.398  -0.748  -0.193   0.263   0.837  -2.096  -0.645   0.009   0.405   0.411  -0.214  -0.238   0.414   0.169   0.157   0.258  -0.090
  934  186.598  -0.814  -0.162   0.270   0.703  -2.006  -0.560  -0.030   0.448   0.425  -0.194  -0.202   0.453   0.123   0.183   0.198  -0.232
  935  186.798  -0.485  -0.128   0.268   0.543  -1.903  -0.475  -0.066   0.518   0.422  -0.178  -0.162   0.481   0.050   0.201   0.139  -0.364
  936  186.998  -0.109  -0.090   0.259   0.364  -1.775  -0.391  -0.101   0.640   0.422  -0.176  -0.119   0.498  -0.042   0.216   0.085  -0.457
  937  187.198   0.284  -0.051   0.241   0.173  -1.601  -0.307  -0.138   0.867   0.423  -0.184  -0.073   0.505  -0.145   0.227   0.034  -0.518
  938  187.398   0.825  -0.010   0.217  -0.021  -1.375  -0.220  -0.178   1.134   0.435  -0.200  -0.026   0.504  -0.249   0.233  -0.002  -0.517
  939  187.598   1.484   0.030   0.188  -0.211  -1.094  -0.127  -0.222   1.403   0.461  -0.221   0.021   0.500  -0.344   0.239  -0.022  -0.476
  940  187.798   1.975   0.071   0.158  -0.392  -0.758  -0.025  -0.270   1.682   0.512  -0.242   0.070   0.494  -0.419   0.243  -0.030  -0.374
  941  187.998   1.958   0.111   0.127  -0.559  -0.372   0.090  -0.321   1.931   0.576  -0.255   0.119   0.487  -0.466   0.245  -0.037  -0.237
  942  188.198   1.425   0.149   0.095  -0.705   0.065   0.219  -0.371   2.183   0.646  -0.250   0.168   0.473  -0.479   0.243  -0.066  -0.066
  943  188.398   0.673   0.185   0.063  -0.831   0.544   0.363  -0.418   2.397   0.721  -0.233   0.215   0.452  -0.456   0.238  -0.105   0.115
  944  188.598  -0.157   0.217   0.029  -0.935   1.047   0.523  -0.457   2.515   0.795  -0.198   0.261   0.421  -0.397   0.230  -0.156   0.297
  945  188.798  -1.046   0.245  -0.004  -1.015   1.538   0.690  -0.486   2.455   0.837  -0.143   0.304   0.380  -0.305   0.213  -0.206   0.459
  946  188.998  -1.768   0.268  -0.036  -1.073   1.989   0.861  -0.503   2.254   0.854  -0.083   0.342   0.331  -0.188   0.193  -0.247   0.586
  947  189.198  -2.124   0.285  -0.068  -1.108   2.386   1.027  -0.506   1.985   0.831  -0.016   0.375   0.273  -0.053   0.165  -0.290   0.675
  948  189.398  -2.304   0.297  -0.099  -1.121   2.728   1.180  -0.495   1.712   0.764   0.053   0.402   0.204   0.090   0.132  -0.342   0.714
  949  189.598  -2.503   0.304  -0.130  -1.116   3.018   1.312  -0.472   1.447   0.659   0.114   0.421   0.127   0.230   0.098  -0.384   0.697
  950  189.798  -2.564   0.306  -0.161  -1.093   3.238   1.415  -0.438   1.102   0.515   0.172   0.433   0.045   0.358   0.058  -0.414   0.642
  951  189.998  -2.386   0.302  -0.188  -1.052   3.380   1.482  -0.393   0.707   0.337   0.223   0.436  -0.039   0.467   0.014  -0.420   0.547
  952  190.198  -2.196   0.293  -0.211  -0.997   3.440   1.509  -0.341   0.303   0.136   0.259   0.430  -0.120   0.550  -0.031  -0.405   0.415
  953  190.398  -2.167   0.280  -0.229  -0.927   3.435   1.494  -0.283  -0.025  -0.075   0.289   0.414  -0.198   0.605  -0.077  -0.390   0.272
  954  190.598  -2.148   0.262  -0.244  -0.843   3.374   1.437  -0.222  -0.303  -0.287   0.305   0.390  -0.271   0.630  -0.122  -0.363   0.124
  955  190.798  -1.919   0.239  -0.253  -0.749   3.265   1.338  -0.159  -0.549  -0.494   0.319   0.357  -0.338   0.623  -0.164  -0.334  -0.032
  956  190.998  -1.450   0.212  -0.256  -0.642   3.101   1.201  -0.092  -0.819  -0.684   0.331   0.316  -0.396   0.590  -0.205  -0.293  -0.166
  957  191.198  -0.872   0.179  -0.252  -0.523   2.882   1.028  -0.021  -1.092  -0.867   0.357   0.267  -0.450   0.531  -0.246  -0.267  -0.294
  958  191.398  -0.234   0.142  -0.242  -0.395   2.634   0.823   0.056  -1.243  -1.022   0.385   0.211  -0.500   0.449  -0.281  -0.255  -0.410
  959  191.598   0.499   0.100  -0.229  -0.258   2.369   0.592   0.138  -1.324  -1.153   0.412   0.148  -0.552   0.349  -0.314  -0.258  -0.502
  960  191.798   1.242   0.053  -0.214  -0.116   2.100   0.342   0.226  -1.347  -1.252   0.436   0.080  -0.606   0.234  -0.339  -0.270  -0.576
  961  191.998   1.805   0.001  -0.195   0.032   1.809   0.076   0.315  -1.452  -1.328   0.447   0.008  -0.658   0.109  -0.360  -0.259  -0.624
  962  192.198   2.107  -0.053  -0.174   0.185   1.483  -0.196   0.403  -1.632  -1.360   0.439  -0.066  -0.703  -0.018  -0.370  -0.224  -0.637
  963  192.398   2.055  -0.109  -0.151   0.345   1.110  -0.467   0.487  -1.866  -1.356   0.422  -0.141  -0.738  -0.138  -0.375  -0.176  -0.597
  964  192.598   1.465  -0.166  -0.126   0.508   0.691  -0.725   0.563  -2.094  -1.293   0.381  -0.213  -0.760  -0.241  -0.364  -0.110  -0.515
  965  192.798   0.580  -0.221  -0.100   0.676   0.220  -0.967   0.629  -2.357  -1.208   0.326  -0.283  -0.765  -0.323  -0.347  -0.027  -0.408
  966  192.998   0.083  -0.274  -0.073   0.848  -0.307  -1.183   0.680  -2.631  -1.083   0.256  -0.348  -0.751  -0.374  -0.324   0.073  -0.257
  967  193.198   0.109  -0.323  -0.043   1.019  -0.882  -1.368   0.713  -2.879  -0.923   0.167  -0.406  -0.712  -0.394  -0.289   0.196  -0.099
  968  193.398   0.124  -0.365  -0.009   1.187  -1.497  -1.517   0.728  -3.075  -0.747   0.072  -0.455  -0.646  -0.381  -0.249   0.327   0.063
  969  193.598   0.038  -0.400   0.027   1.346  -2.123  -1.628   0.723  -3.128  -0.551  -0.023  -0.495  -0.557  -0.338  -0.201   0.445   0.216
  970  193.798   0.244  -0.426   0.067   1.488  -2.730  -1.698   0.699  -3.032  -0.353  -0.118  -0.525  -0.447  -0.270  -0.147   0.549   0.340
  971  193.998   0.593  -0.443   0.107   1.609  -3.281  -1.730   0.659  -2.757  -0.159  -0.204  -0.543  -0.323  -0.184  -0.092   0.624   0.430
  972  194.198   0.709  -0.449   0.149   1.700  -3.757  -1.725   0.602  -2.380   0.025  -0.282  -0.550  -0.187  -0.091  -0.034   0.678   0.467
  973  194.398   0.920  -0.445   0.190   1.753  -4.140  -1.685   0.532  -1.916   0.198  -0.350  -0.545  -0.044   0.001   0.025   0.713   0.459
  974  194.598   1.594  -0.431   0.231   1.760  -4.428  -1.617   0.449  -1.437   0.340  -0.417  -0.528   0.104   0.077   0.084   0.743   0.377
  975  194.798   2.324  -0.406   0.269   1.715  -4.610  -1.526   0.353  -0.912   0.459  -0.480  -0.500   0.256   0.125   0.141   0.758   0.244
  976  194.998   2.728  -0.372   0.304   1.615  -4.668  -1.414   0.246  -0.289   0.560  -0.535  -0.461   0.405   0.141   0.195   0.747   0.079
  977  195.198   3.005  -0.329   0.333   1.459  -4.601  -1.286   0.128   0.332   0.638  -0.588  -0.411   0.550   0.118   0.248   0.725  -0.118
  978  195.398   3.146  -0.277   0.354   1.250  -4.417  -1.143   0.004   0.924   0.712  -0.623  -0.352   0.686   0.057   0.298   0.679  -0.303
  979  195.598   2.868  -0.217   0.367   0.994  -4.140  -0.988  -0.125   1.384   0.779  -0.642  -0.283   0.811  -0.037   0.343   0.624  -0.469
  980  195.798   2.258  -0.151   0.371   0.697  -3.779  -0.816  -0.252   1.803   0.856  -0.637  -0.206   0.918  -0.155   0.386   0.538  -0.592
  981  195.998   1.517  -0.079   0.363   0.372  -3.354  -0.630  -0.373   2.128   0.932  -0.604  -0.122   1.002  -0.285   0.420   0.420  -0.651
  982  196.198   0.561  -0.004   0.341   0.032  -2.863  -0.427  -0.482   2.452   1.015  -0.545  -0.033   1.056  -0.415   0.446   0.266  -0.646
  983  196.398  -0.382   0.072   0.305  -0.314  -2.319  -0.208  -0.576   2.721   1.094  -0.469   0.060   1.076  -0.532   0.463   0.100  -0.589
  984  196.598  -0.826   0.148   0.258  -0.651  -1.741   0.025  -0.652   2.891   1.163  -0.380   0.154   1.063  -0.628   0.469  -0.062  -0.476
  985  196.798  -0.936   0.221   0.203  -0.969  -1.128   0.268  -0.708   3.068   1.217  -0.280   0.247   1.019  -0.693   0.465  -0.221  -0.328
  986  196.998  -1.219   0.289   0.142  -1.256  -0.478   0.517  -0.744   3.249   1.246  -0.180   0.336   0.945  -0.723   0.448  -0.369  -0.147
  987  197.198  -1.556   0.351   0.077  -1.502   0.211   0.765  -0.759   3.444   1.238  -0.076   0.420   0.844  -0.714   0.416  -0.507   0.043
  988  197.398  -1.660   0.404   0.012  -1.705   0.935   1.006  -0.755   3.618   1.208   0.020   0.495   0.720  -0.668   0.377  -0.621   0.231
  989  197.598  -1.741   0.447  -0.050  -1.858   1.674   1.234  -0.732   3.697   1.140   0.114   0.560   0.578  -0.587   0.325  -0.708   0.403
