SHIP DRAFT 6.16 m 
 U = 20.00 kts,  HDG =  45.0 deg,  SWH =  6.00 T0 = 11.00 Longcrested                                                   
 COUNT, NCHAN  3001   16
 DT    0.20000
 COUNT  TIME  WAVEHT   SURGE    SWAY   HEAVE    ROLL   PITCH     YAW    ROLL   PITCH     YAW  LONMOT  LATMOT  VERMOT  LONVEL  LATVEL  VERVEL  
 STEP    SEC  METER   METER   METER   METER   DEG     DEG     DEG     DEG/S   DEG/S   DEG/S   METER   METER   METER   M/S     M/S     M/S     
 2745  548.815  -2.406   0.281  -0.064  -1.423   3.854   0.201  -0.144   2.815   0.723   0.295   0.297  -0.208  -1.226  -0.021  -0.644   1.230
 2746  549.015  -2.377   0.256  -0.081  -1.266   4.304   0.352  -0.086   2.250   0.756   0.292   0.284  -0.320  -0.916  -0.061  -0.558   1.550
 2747  549.215  -2.698   0.225  -0.092  -1.066   4.664   0.501  -0.032   1.799   0.748   0.271   0.265  -0.414  -0.563  -0.096  -0.470   1.761
 2748  549.415  -2.867   0.187  -0.096  -0.834   4.927   0.641   0.013   1.320   0.699   0.224   0.240  -0.484  -0.189  -0.127  -0.351   1.872
 2749  549.615  -2.713   0.146  -0.091  -0.585   5.076   0.764   0.046   0.741   0.613   0.167   0.209  -0.525   0.186  -0.153  -0.203   1.872
 2750  549.815  -2.461   0.103  -0.076  -0.337   5.089   0.866   0.066   0.067   0.512   0.096   0.176  -0.531   0.539  -0.165  -0.030   1.768
 2751  550.015  -2.396   0.062  -0.053  -0.100   4.959   0.941   0.071  -0.651   0.374   0.029   0.141  -0.503   0.854  -0.173   0.137   1.573
 2752  550.215  -2.544   0.023  -0.024   0.115   4.704   0.986   0.066  -1.271   0.225  -0.029   0.107  -0.450   1.117  -0.174   0.267   1.315
 2753  550.415  -2.553  -0.012   0.005   0.297   4.356   1.001   0.050  -1.744   0.075  -0.077   0.074  -0.378   1.317  -0.166   0.359   1.000
 2754  550.615  -2.113  -0.041   0.034   0.440   3.920   0.984   0.028  -2.180  -0.085  -0.109   0.043  -0.293   1.444  -0.153   0.424   0.636
 2755  550.815  -1.329  -0.063   0.062   0.538   3.407   0.935   0.004  -2.563  -0.243  -0.122   0.016  -0.201   1.495  -0.136   0.462   0.253
 2756  551.015  -0.333  -0.080   0.088   0.589   2.849   0.857  -0.019  -2.788  -0.391  -0.112  -0.008  -0.110   1.468  -0.117   0.456  -0.134
 2757  551.215   0.829  -0.090   0.109   0.596   2.284   0.751  -0.036  -2.828  -0.528  -0.088  -0.027  -0.027   1.367  -0.099   0.413  -0.504
 2758  551.415   1.764  -0.094   0.124   0.560   1.742   0.622  -0.047  -2.712  -0.646  -0.055  -0.043   0.040   1.199  -0.080   0.337  -0.838
 2759  551.615   2.143  -0.094   0.132   0.486   1.243   0.478  -0.051  -2.491  -0.719  -0.020  -0.055   0.090   0.979  -0.059   0.246  -1.104
 2760  551.815   2.346  -0.089   0.131   0.384   0.788   0.324  -0.046  -2.274  -0.770   0.024  -0.064   0.118   0.719  -0.043   0.145  -1.299
 2761  552.015   2.690  -0.083   0.123   0.265   0.369   0.168  -0.033  -2.100  -0.784   0.067  -0.070   0.129   0.438  -0.029   0.050  -1.403
 2762  552.215   2.753  -0.074   0.107   0.136  -0.007   0.019  -0.011  -1.880  -0.742   0.107  -0.072   0.119   0.156  -0.013  -0.048  -1.412
 2763  552.415   2.391  -0.064   0.084   0.010  -0.355  -0.117   0.016  -1.739  -0.683   0.138  -0.073   0.094  -0.112  -0.004  -0.123  -1.336
 2764  552.615   2.189  -0.054   0.056  -0.106  -0.676  -0.233   0.046  -1.604  -0.578   0.148  -0.072   0.060  -0.347   0.006  -0.170  -1.176
 2765  552.815   2.256  -0.045   0.025  -0.201  -0.973  -0.322   0.074  -1.486  -0.447   0.140  -0.069   0.023  -0.535   0.014  -0.188  -0.939
 2766  553.015   1.984  -0.037  -0.008  -0.272  -1.253  -0.381   0.096  -1.398  -0.293   0.112  -0.064  -0.012  -0.666   0.023  -0.175  -0.657
 2767  553.215   1.275  -0.029  -0.042  -0.312  -1.515  -0.406   0.111  -1.311  -0.125   0.076  -0.058  -0.042  -0.732   0.031  -0.149  -0.333
 2768  553.415   0.597  -0.021  -0.076  -0.323  -1.753  -0.393   0.118  -1.192   0.063   0.031  -0.050  -0.064  -0.731   0.043  -0.110   0.009
 2769  553.615   0.019  -0.014  -0.108  -0.301  -1.977  -0.345   0.114  -1.119   0.244  -0.017  -0.039  -0.075  -0.659   0.052  -0.056   0.357
 2770  553.815  -0.653  -0.007  -0.136  -0.254  -2.183  -0.262   0.100  -1.032   0.414  -0.072  -0.026  -0.073  -0.528   0.065   0.011   0.658
 2771  554.015  -1.193   0.000  -0.161  -0.185  -2.359  -0.149   0.075  -0.876   0.563  -0.122  -0.011  -0.059  -0.342   0.076   0.071   0.927
 2772  554.215  -1.293   0.008  -0.179  -0.105  -2.493  -0.014   0.041  -0.673   0.677  -0.173   0.007  -0.032  -0.124   0.091   0.136   1.094
 2773  554.415  -0.988   0.017  -0.191  -0.023  -2.578   0.134  -0.002  -0.425   0.739  -0.213   0.027   0.008   0.111   0.102   0.196   1.173
 2774  554.615  -0.452   0.027  -0.193   0.050  -2.594   0.285  -0.050  -0.079   0.755  -0.239   0.050   0.056   0.340   0.112   0.240   1.144
 2775  554.815   0.085   0.039  -0.187   0.106  -2.527   0.428  -0.098   0.337   0.716  -0.239   0.073   0.106   0.544   0.117   0.252   1.018
 2776  555.015   0.290   0.051  -0.173   0.138  -2.377   0.552  -0.141   0.749   0.617  -0.217   0.096   0.153   0.704   0.114   0.238   0.801
 2777  555.215   0.042   0.065  -0.153   0.139  -2.149   0.650  -0.177   1.139   0.491  -0.177   0.118   0.193   0.807   0.110   0.197   0.514
 2778  555.415  -0.423   0.078  -0.128   0.109  -1.881   0.713  -0.200   1.341   0.317  -0.118   0.137   0.221   0.842   0.095   0.142   0.177
 2779  555.615  -0.887   0.090  -0.103   0.048  -1.597   0.737  -0.209   1.420   0.119  -0.047   0.152   0.235   0.806   0.073   0.068  -0.180
 2780  555.815  -1.242   0.101  -0.080  -0.040  -1.315   0.720  -0.204   1.409  -0.086   0.027   0.161   0.231   0.701   0.046  -0.020  -0.526
 2781  556.016  -1.359   0.109  -0.062  -0.145  -1.045   0.662  -0.184   1.352  -0.292   0.100   0.163   0.207   0.536   0.012  -0.117  -0.824
 2782  556.216  -1.145   0.113  -0.051  -0.261  -0.799   0.566  -0.152   1.229  -0.481   0.158   0.159   0.168   0.322  -0.019  -0.198  -1.072
 2783  556.416  -0.672   0.115  -0.044  -0.375  -0.588   0.442  -0.113   1.054  -0.619   0.195   0.150   0.118   0.081  -0.047  -0.249  -1.206
 2784  556.616  -0.152   0.112  -0.041  -0.473  -0.414   0.297  -0.069   0.871  -0.724   0.224   0.135   0.061  -0.167  -0.075  -0.284  -1.238
 2785  556.816   0.180   0.104  -0.042  -0.543  -0.277   0.141  -0.021   0.686  -0.779   0.237   0.115   0.001  -0.398  -0.101  -0.301  -1.153
 2786  557.016   0.275   0.092  -0.047  -0.580  -0.146  -0.011   0.026   0.653  -0.761   0.237   0.091  -0.062  -0.591  -0.117  -0.316  -0.966
 2787  557.216   0.415   0.076  -0.053  -0.574  -0.034  -0.153   0.071   0.561  -0.709   0.223   0.065  -0.123  -0.731  -0.132  -0.304  -0.702
 2788  557.416   0.759   0.057  -0.059  -0.525   0.066  -0.273   0.111   0.501  -0.602   0.199   0.037  -0.179  -0.807  -0.141  -0.276  -0.378
 2789  557.616   1.041   0.034  -0.064  -0.433   0.148  -0.368   0.144   0.407  -0.472   0.166   0.008  -0.223  -0.812  -0.147  -0.224  -0.027
 2790  557.816   0.936   0.009  -0.065  -0.304   0.211  -0.432   0.168   0.314  -0.323   0.124  -0.022  -0.255  -0.750  -0.146  -0.156   0.313
 2791  558.016   0.497  -0.017  -0.061  -0.142   0.263  -0.468   0.185   0.260  -0.177   0.084  -0.050  -0.272  -0.625  -0.144  -0.089   0.624
 2792  558.216  -0.032  -0.044  -0.053   0.041   0.304  -0.475   0.195   0.205  -0.037   0.049  -0.078  -0.277  -0.449  -0.137  -0.025   0.879
 2793  558.416  -0.477  -0.071  -0.039   0.235   0.322  -0.460   0.198   0.094   0.077   0.018  -0.103  -0.269  -0.239  -0.127   0.043   1.047
 2794  558.616  -0.719  -0.096  -0.021   0.427   0.320  -0.429   0.199  -0.012   0.151   0.001  -0.127  -0.250  -0.017  -0.116   0.093   1.114
 2795  558.816  -0.765  -0.119   0.002   0.606   0.290  -0.393   0.197  -0.150   0.185  -0.007  -0.147  -0.224   0.201  -0.104   0.130   1.089
 2796  559.016  -0.744  -0.139   0.026   0.760   0.241  -0.357   0.195  -0.244   0.180  -0.010  -0.165  -0.194   0.392  -0.088   0.148   0.955
 2797  559.216  -0.687  -0.156   0.051   0.882   0.169  -0.329   0.192  -0.358   0.135  -0.017  -0.179  -0.160   0.542  -0.072   0.170   0.748
 2798  559.416  -0.539  -0.167   0.076   0.964   0.072  -0.319   0.187  -0.490   0.050  -0.026  -0.191  -0.123   0.634  -0.056   0.188   0.462
 2799  559.616  -0.349  -0.174   0.099   1.003  -0.034  -0.328   0.179  -0.526  -0.042  -0.042  -0.198  -0.082   0.665  -0.038   0.202   0.153
 2800  559.816  -0.176  -0.176   0.121   0.999  -0.141  -0.358   0.166  -0.538  -0.149  -0.062  -0.202  -0.040   0.629  -0.020   0.214  -0.175
 2801  560.016   0.069  -0.174   0.140   0.955  -0.241  -0.408   0.149  -0.501  -0.250  -0.084  -0.203   0.005   0.535  -0.004   0.222  -0.474
 2802  560.216   0.436  -0.166   0.157   0.874  -0.321  -0.471   0.126  -0.396  -0.315  -0.114  -0.199   0.052   0.388   0.018   0.233  -0.732
 2803  560.416   0.860  -0.154   0.172   0.765  -0.385  -0.544   0.099  -0.321  -0.366  -0.139  -0.192   0.100   0.203   0.035   0.242  -0.924
 2804  560.616   1.282  -0.138   0.183   0.632  -0.413  -0.618   0.067  -0.143  -0.371  -0.157  -0.182   0.146  -0.006   0.054   0.229  -1.045
 2805  560.816   1.715  -0.120   0.190   0.487  -0.394  -0.687   0.034   0.098  -0.346  -0.165  -0.168   0.185  -0.222   0.068   0.196  -1.084
 2806  561.016   2.110  -0.100   0.191   0.337  -0.314  -0.742   0.001   0.401  -0.274  -0.166  -0.151   0.214  -0.429   0.082   0.147  -1.035
 2807  561.216   2.379  -0.079   0.187   0.187  -0.176  -0.776  -0.031   0.689  -0.168  -0.158  -0.132   0.232  -0.613   0.096   0.090  -0.920
 2808  561.416   2.425  -0.057   0.179   0.048  -0.002  -0.783  -0.060   0.867  -0.036  -0.147  -0.111   0.241  -0.760   0.106   0.044  -0.732
 2809  561.616   2.111  -0.036   0.167  -0.075   0.194  -0.759  -0.086   0.980   0.117  -0.128  -0.088   0.241  -0.859   0.115  -0.001  -0.495
 2810  561.816   1.404  -0.015   0.152  -0.178   0.401  -0.705  -0.107   1.036   0.272  -0.106  -0.064   0.231  -0.905   0.120  -0.048  -0.233
 2811  562.016   0.537   0.005   0.131  -0.260   0.615  -0.618  -0.124   1.072   0.434  -0.087  -0.039   0.213  -0.898   0.127  -0.094   0.038
 2812  562.216  -0.163   0.023   0.107  -0.318   0.827  -0.503  -0.138   1.059   0.573  -0.066  -0.013   0.186  -0.838   0.130  -0.134   0.299
 2813  562.416  -0.626   0.040   0.080  -0.354   1.014  -0.365  -0.148   0.935   0.690  -0.054   0.014   0.156  -0.732   0.133  -0.149   0.529
 2814  562.616  -1.039   0.056   0.054  -0.372   1.163  -0.211  -0.157   0.746   0.772  -0.045   0.041   0.128  -0.591   0.134  -0.143   0.707
 2815  562.816  -1.502   0.071   0.029  -0.373   1.268  -0.046  -0.166   0.526   0.823  -0.044   0.068   0.104  -0.422   0.134  -0.118   0.843
 2816  563.016  -1.925   0.084   0.006  -0.361   1.340   0.121  -0.174   0.359   0.836  -0.038   0.094   0.083  -0.238   0.132  -0.104   0.923
 2817  563.216  -2.222   0.097  -0.015  -0.341   1.397   0.283  -0.180   0.285   0.810  -0.030   0.120   0.064  -0.051   0.128  -0.098   0.933
 2818  563.416  -2.337   0.108  -0.034  -0.317   1.438   0.432  -0.183   0.203   0.745  -0.017   0.143   0.045   0.127   0.118  -0.093   0.887
 2819  563.616  -2.095   0.118  -0.050  -0.296   1.468   0.559  -0.182   0.154   0.638   0.007   0.164   0.026   0.280   0.102  -0.094   0.766
 2820  563.816  -1.410   0.126  -0.060  -0.280   1.490   0.660  -0.175   0.109   0.502   0.034   0.180   0.007   0.399   0.082  -0.095   0.596
 2821  564.016  -0.678   0.131  -0.066  -0.274   1.514   0.728  -0.162   0.119   0.341   0.066   0.191  -0.014   0.475   0.055  -0.106   0.382
 2822  564.216  -0.334   0.133  -0.067  -0.279   1.553   0.760  -0.143   0.193   0.162   0.095   0.196  -0.038   0.504   0.025  -0.121   0.141
 2823  564.416  -0.174   0.131  -0.067  -0.296   1.612   0.757  -0.117   0.299  -0.017   0.129   0.194  -0.069   0.483  -0.009  -0.153  -0.105
 2824  564.616   0.200   0.126  -0.064  -0.324   1.678   0.719  -0.085   0.330  -0.191   0.158   0.186  -0.104   0.415  -0.043  -0.173  -0.337
 2825  564.816   0.546   0.117  -0.059  -0.359   1.736   0.650  -0.047   0.286  -0.341   0.193   0.170  -0.143   0.310  -0.077  -0.197  -0.525
 2826  565.016   0.481   0.103  -0.053  -0.393   1.757   0.558  -0.002   0.108  -0.464   0.221   0.148  -0.184   0.180  -0.109  -0.207  -0.652
 2827  565.216   0.213   0.086  -0.048  -0.425   1.733   0.450   0.045  -0.120  -0.540   0.238   0.122  -0.226   0.037  -0.132  -0.210  -0.715
 2828  565.416   0.080   0.064  -0.044  -0.443   1.649   0.334   0.094  -0.421  -0.580   0.246   0.091  -0.267  -0.101  -0.155  -0.204  -0.687
 2829  565.616  -0.068   0.041  -0.044  -0.446   1.499   0.219   0.139  -0.748  -0.571   0.226   0.058  -0.301  -0.221  -0.164  -0.172  -0.600
 2830  565.816  -0.334   0.015  -0.045  -0.423   1.271   0.115   0.178  -1.139  -0.524   0.192   0.024  -0.325  -0.306  -0.170  -0.118  -0.426
 2831  566.016  -0.460  -0.011  -0.047  -0.376   0.970   0.028   0.206  -1.507  -0.431   0.140  -0.009  -0.334  -0.348  -0.163  -0.043  -0.208
 2832  566.216  -0.433  -0.037  -0.050  -0.300   0.597  -0.032   0.221  -1.867  -0.304   0.077  -0.039  -0.323  -0.334  -0.150   0.052   0.068
 2833  566.416  -0.584  -0.059  -0.050  -0.199   0.173  -0.061   0.221  -2.119  -0.145   0.001  -0.063  -0.292  -0.263  -0.125   0.156   0.356
 2834  566.616  -0.902  -0.079  -0.050  -0.074  -0.282  -0.058   0.208  -2.273   0.016  -0.065  -0.083  -0.243  -0.134  -0.098   0.243   0.642
 2835  566.816  -1.024  -0.094  -0.048   0.064  -0.735  -0.021   0.182  -2.266   0.186  -0.131  -0.095  -0.180   0.042  -0.061   0.318   0.882
 2836  567.016  -0.835  -0.104  -0.044   0.207  -1.170   0.045   0.146  -2.173   0.332  -0.183  -0.100  -0.105   0.253  -0.024   0.375   1.056
 2837  567.216  -0.440  -0.108  -0.036   0.345  -1.576   0.133   0.101  -2.030   0.436  -0.221  -0.098  -0.021   0.480   0.011   0.420   1.134
 2838  567.416   0.154  -0.107  -0.025   0.464  -1.930   0.234   0.052  -1.773   0.507  -0.249  -0.088   0.068   0.702   0.047   0.447   1.112
 2839  567.616   0.841  -0.099  -0.012   0.552  -2.221   0.338  -0.002  -1.454   0.519  -0.266  -0.073   0.159   0.897   0.079   0.453   0.971
 2840  567.816   1.237  -0.086   0.003   0.602  -2.430   0.435  -0.056  -1.045   0.486  -0.270  -0.052   0.245   1.047   0.104   0.431   0.750
 2841  568.016   1.206  -0.069   0.017   0.606  -2.558   0.515  -0.107  -0.640   0.398  -0.260  -0.027   0.322   1.133   0.124   0.385   0.430
 2842  568.216   1.094  -0.046   0.028   0.561  -2.618   0.573  -0.156  -0.301   0.291  -0.243   0.001   0.388   1.147   0.138   0.331   0.073
 2843  568.416   1.133  -0.020   0.036   0.469  -2.628   0.602  -0.199  -0.048   0.144  -0.213   0.029   0.441   1.085   0.142   0.263  -0.310
 2844  568.616   1.078   0.008   0.038   0.333  -2.590   0.603  -0.235   0.188   0.005  -0.179   0.058   0.477   0.950   0.144   0.179  -0.677
 2845  568.816   0.806   0.039   0.031   0.160  -2.512   0.577  -0.262   0.390  -0.130  -0.140   0.086   0.493   0.750   0.140   0.082  -0.998
 2846  569.016   0.669   0.069   0.017  -0.036  -2.398   0.526  -0.283   0.573  -0.251  -0.102   0.112   0.491   0.503   0.131  -0.010  -1.239
 2847  569.216   0.810   0.099  -0.005  -0.243  -2.251   0.459  -0.295   0.732  -0.338  -0.061   0.136   0.471   0.227   0.120  -0.101  -1.380
 2848  569.416   0.805   0.126  -0.032  -0.446  -2.073   0.382  -0.299   0.892  -0.382  -0.018   0.158   0.434  -0.054   0.107  -0.185  -1.404
 2849  569.616   0.459   0.151  -0.062  -0.630  -1.861   0.304  -0.293   1.059  -0.393   0.027   0.176   0.382  -0.318   0.091  -0.262  -1.322
 2850  569.816   0.191   0.171  -0.095  -0.782  -1.611   0.230  -0.277   1.249  -0.370   0.080   0.190   0.313  -0.547   0.071  -0.341  -1.140
 2851  570.016   0.199   0.186  -0.128  -0.894  -1.320   0.166  -0.251   1.458  -0.320   0.130   0.199   0.232  -0.724   0.048  -0.408  -0.888
 2852  570.216   0.150   0.194  -0.158  -0.958  -0.994   0.115  -0.215   1.628  -0.254   0.179   0.204   0.140  -0.840   0.021  -0.459  -0.580
 2853  570.416  -0.042   0.196  -0.184  -0.973  -0.636   0.079  -0.171   1.791  -0.181   0.223   0.202   0.041  -0.892  -0.007  -0.497  -0.258
 2854  570.616  -0.161   0.190  -0.204  -0.936  -0.259   0.055  -0.118   1.885  -0.118   0.263   0.195  -0.063  -0.879  -0.039  -0.518   0.063
